NomeProduto,Categoria,Preco
Roupas de Compressão,Perfumaria,87.93
Lentes de Contato,Perfumaria,93.27
Colírio,Remédios,18.67
Anti-inflamatório,Remédios,64.45
Creme Anti-idade,Perfumaria,31.58
Suplemento de Vitamina D,Vitaminas,72.58
Pomada Antisséptica,Perfumaria,24.06
Protetor Solar,Perfumaria,89.58
Termômetro de Infravermelho,Perfumaria,35.35
Anti-inflamatório,Remédios,97.82
Fraldas Descartáveis,Perfumaria,82.98
Termômetro Digital,Perfumaria,67.0
Creme Anti-idade,Perfumaria,74.79
Cotonetes,Perfumaria,97.72
Colágeno em Pó,Vitaminas,10.54
Suplemento de Magnésio,Vitaminas,50.63
Suplemento de Cálcio,Vitaminas,55.76
Colírio,Remédios,87.62
Desodorante,Perfumaria,87.64
Vitamina C 1000mg,Vitaminas,59.95
Band-aid,Perfumaria,99.83
Pomada para Assaduras,Perfumaria,68.11
Creme Anti-idade,Perfumaria,64.62
Fraldas Descartáveis,Perfumaria,16.96
Antialérgico,Remédios,75.22
Vitamina C 1000mg,Vitaminas,58.73
Ibuprofeno 200mg,Remédios,24.95
Anti-inflamatório,Remédios,24.31
Band-aid,Perfumaria,41.55
Pomada para Assaduras,Perfumaria,59.61
Pomada para Artrose,Remédios,86.22
Roupas de Compressão,Perfumaria,89.35
Gel Antisséptico,Perfumaria,73.58
Colágeno em Pó,Vitaminas,92.59
Ibuprofeno 200mg,Remédios,38.41
Termômetro de Infravermelho,Perfumaria,6.21
Escova de Dente,Perfumaria,75.0
Anti-inflamatório,Remédios,95.9
Ibuprofeno 200mg,Remédios,12.74
Creme Anti-idade,Perfumaria,16.15
Colágeno em Pó,Vitaminas,81.77
Fita Adesiva,Perfumaria,17.59
Protetor Labial,Perfumaria,17.31
Antiácido,Remédios,69.6
Compressa Fria,Perfumaria,97.41
Vitamina C 1000mg,Vitaminas,21.11
Colírio,Remédios,19.38
Antibiótico,Remédios,39.2
Gel Antisséptico,Perfumaria,70.2
Aspirina 500mg,Remédios,84.76
Creme para as Mãos,Perfumaria,85.54
Aspirina 500mg,Remédios,96.92
Gaze Esterilizada,Perfumaria,78.2
Cotonetes,Perfumaria,22.33
Suplemento de Magnésio,Vitaminas,6.37
Pomada para Assaduras,Perfumaria,79.71
Antifúngico,Remédios,53.49
Creme para as Mãos,Perfumaria,7.67
Cotonetes,Perfumaria,37.3
Compressa Fria,Perfumaria,62.58
Escova de Dente,Perfumaria,55.28
Creme Hidratante,Perfumaria,66.15
Creme para as Mãos,Perfumaria,79.12
Antiácido,Remédios,26.07
Pomada para Assaduras,Perfumaria,75.23
Pomada para Assaduras,Perfumaria,15.54
Protetor Labial,Perfumaria,59.18
Pasta de Dente,Perfumaria,20.89
Ibuprofeno 200mg,Remédios,70.73
Protetor Solar,Perfumaria,86.76
Escova de Cabelo,Perfumaria,82.0
Pomada Antisséptica,Perfumaria,84.87
Pasta de Dente,Perfumaria,78.59
Pomada para Assaduras,Perfumaria,14.28
Máscara de Cílios,Perfumaria,96.16
Antibiótico,Remédios,50.44
Suplemento de Vitamina D,Vitaminas,65.71
Antiácido,Remédios,97.95
Creme Hidratante,Perfumaria,76.27
Antibiótico,Remédios,23.06
Antiácido,Remédios,30.18
Lenços Umedecidos,Perfumaria,58.18
Colírio,Remédios,69.57
Lentes de Contato,Perfumaria,94.03
Suplemento de Magnésio,Vitaminas,75.12
Colírio,Remédios,29.13
Fita Adesiva,Perfumaria,99.92
Xarope para Tosse,Remédios,8.24
Roupas de Compressão,Perfumaria,55.79
Pomada Antisséptica,Perfumaria,66.15
Vitamina C 1000mg,Vitaminas,84.39
Suplemento de Cálcio,Vitaminas,74.38
Termômetro Digital,Perfumaria,65.18
Colírio,Remédios,90.92
Compressa Fria,Perfumaria,30.43
Antifúngico,Remédios,76.75
Inalador,Remédios,23.48
Termômetro Digital,Perfumaria,75.05
Fita Adesiva,Perfumaria,6.35
Creme Hidratante,Perfumaria,85.55
Fita Adesiva,Perfumaria,59.14
Antiácido,Remédios,76.22
Cotonetes,Perfumaria,29.9
Paracetamol 500mg,Remédios,14.74
Suplemento de Ômega 3,Vitaminas,90.32
Soro Fisiológico,Remédios,26.34
Fraldas Descartáveis,Perfumaria,60.24
Suplemento de Magnésio,Vitaminas,17.01
Lentes de Contato,Perfumaria,18.23
Aspirina 500mg,Remédios,30.24
Colágeno em Pó,Vitaminas,24.0
Creme para as Mãos,Perfumaria,67.09
Suplemento de Magnésio,Vitaminas,39.44
Suplemento de Vitamina D,Vitaminas,61.37
Gel Antisséptico,Perfumaria,49.39
Gel Antisséptico,Perfumaria,82.36
Suplemento de Vitamina D,Vitaminas,86.53
Fita Adesiva,Perfumaria,80.01
Pomada para Assaduras,Perfumaria,30.38
Máscara de Cílios,Perfumaria,18.24
Lenços Umedecidos,Perfumaria,84.48
Pasta de Dente,Perfumaria,65.66
Colágeno em Pó,Vitaminas,72.58
Escova de Cabelo,Perfumaria,43.71
Fita Adesiva,Perfumaria,7.92
Compressa Fria,Perfumaria,49.79
Creme Anti-idade,Perfumaria,18.79
Escova de Cabelo,Perfumaria,54.97
Paracetamol 500mg,Remédios,68.09
Gaze Esterilizada,Perfumaria,54.19
Roupas de Compressão,Perfumaria,66.98
Gel Antisséptico,Perfumaria,17.33
Protetor Solar,Perfumaria,91.81
Ibuprofeno 200mg,Remédios,65.08
Roupas de Compressão,Perfumaria,16.51
Pomada Antisséptica,Perfumaria,65.82
Compressa Fria,Perfumaria,81.0
Vitamina C 1000mg,Vitaminas,85.75
Anti-inflamatório,Remédios,52.93
Gaze Esterilizada,Perfumaria,95.32
Protetor Solar,Perfumaria,39.11
Paracetamol 500mg,Remédios,43.24
Gel Antisséptico,Perfumaria,20.98
Gaze Esterilizada,Perfumaria,57.32
Creme Hidratante,Perfumaria,33.81
Paracetamol 500mg,Remédios,39.12
Paracetamol 500mg,Remédios,98.58
Inalador,Remédios,44.21
Fraldas Descartáveis,Perfumaria,30.19
Band-aid,Perfumaria,47.77
Xarope para Tosse,Remédios,94.98
Suplemento de Ômega 3,Vitaminas,59.61
Suplemento de Ômega 3,Vitaminas,77.85
Soro Fisiológico,Remédios,38.61
Gaze Esterilizada,Perfumaria,53.47
Compressa Fria,Perfumaria,99.71
Inalador,Remédios,96.92
Escova de Dente,Perfumaria,93.3
Soro Fisiológico,Remédios,74.82
Gel Antisséptico,Perfumaria,70.6
Lentes de Contato,Perfumaria,94.88
Pasta de Dente,Perfumaria,72.45
Soro Fisiológico,Remédios,15.63
Colírio,Remédios,12.04
Colágeno em Pó,Vitaminas,64.46
Paracetamol 500mg,Remédios,10.2
Pomada para Artrose,Remédios,18.11
Pasta de Dente,Perfumaria,30.99
Anti-inflamatório,Remédios,73.88
Gaze Esterilizada,Perfumaria,27.63
Xarope para Tosse,Remédios,44.81
Desodorante,Perfumaria,41.33
Band-aid,Perfumaria,29.57
Band-aid,Perfumaria,84.65
Colírio,Remédios,14.37
Vitamina C 1000mg,Vitaminas,70.74
Lentes de Contato,Perfumaria,68.22
Fita Adesiva,Perfumaria,73.35
Fita Adesiva,Perfumaria,99.98
Creme Hidratante,Perfumaria,53.94
Pasta de Dente,Perfumaria,89.51
Inalador,Remédios,19.62
Termômetro de Infravermelho,Perfumaria,32.46
Termômetro de Infravermelho,Perfumaria,62.47
Escova de Cabelo,Perfumaria,70.47
Lenços Umedecidos,Perfumaria,79.23
Cotonetes,Perfumaria,20.64
Creme Anti-idade,Perfumaria,9.88
Lenços Umedecidos,Perfumaria,40.11
Fita Adesiva,Perfumaria,28.52
Suplemento de Cálcio,Vitaminas,25.79
Protetor Solar,Perfumaria,52.68
Band-aid,Perfumaria,92.5
Antiácido,Remédios,16.11
Escova de Dente,Perfumaria,67.49
Ibuprofeno 200mg,Remédios,29.92
Paracetamol 500mg,Remédios,34.85
Gel Antisséptico,Perfumaria,50.54
Antifúngico,Remédios,86.87
Gel Antisséptico,Perfumaria,92.44
Soro Fisiológico,Remédios,89.97
Roupas de Compressão,Perfumaria,66.81
Antiácido,Remédios,23.25
Suplemento de Vitamina D,Vitaminas,32.75
Antifúngico,Remédios,96.91
Soro Fisiológico,Remédios,88.05
Inalador,Remédios,15.08
Creme Anti-idade,Perfumaria,87.61
Pomada Antisséptica,Perfumaria,82.48
Colírio,Remédios,35.65
Xarope para Tosse,Remédios,31.91
Lentes de Contato,Perfumaria,50.99
Antialérgico,Remédios,45.96
Desodorante,Perfumaria,53.14
Xarope para Tosse,Remédios,13.35
Ibuprofeno 200mg,Remédios,87.77
Fraldas Descartáveis,Perfumaria,10.89
Antiácido,Remédios,78.35
Termômetro de Infravermelho,Perfumaria,15.74
Fraldas Descartáveis,Perfumaria,42.95
Ibuprofeno 200mg,Remédios,29.13
Xarope para Tosse,Remédios,22.29
Suplemento de Cálcio,Vitaminas,7.44
Creme Hidratante,Perfumaria,79.01
Creme Anti-idade,Perfumaria,70.56
Fraldas Descartáveis,Perfumaria,31.42
Desodorante,Perfumaria,92.92
Máscara de Cílios,Perfumaria,92.33
Pomada para Artrose,Remédios,8.47
Colágeno em Pó,Vitaminas,17.83
Antibiótico,Remédios,38.79
Suplemento de Magnésio,Vitaminas,48.16
Anti-inflamatório,Remédios,7.14
Creme Hidratante,Perfumaria,99.81
Pomada para Assaduras,Perfumaria,36.31
Antialérgico,Remédios,21.84
Pomada para Artrose,Remédios,71.75
Antifúngico,Remédios,16.85
Aspirina 500mg,Remédios,76.83
Escova de Cabelo,Perfumaria,25.34
Termômetro Digital,Perfumaria,87.73
Fraldas Descartáveis,Perfumaria,33.08
Vitamina C 1000mg,Vitaminas,14.78
Máscara de Cílios,Perfumaria,18.64
Antifúngico,Remédios,12.74
Lenços Umedecidos,Perfumaria,9.92
Fraldas Descartáveis,Perfumaria,48.54
Band-aid,Perfumaria,17.67
Máscara de Cílios,Perfumaria,43.96
Antialérgico,Remédios,99.07
Escova de Dente,Perfumaria,41.97
Inalador,Remédios,32.81
Creme para as Mãos,Perfumaria,76.8
Suplemento de Vitamina D,Vitaminas,54.89
Termômetro de Infravermelho,Perfumaria,60.56
Termômetro de Infravermelho,Perfumaria,6.74
Pomada para Artrose,Remédios,18.66
Suplemento de Ômega 3,Vitaminas,80.33
Band-aid,Perfumaria,53.09
Ibuprofeno 200mg,Remédios,51.43
Antialérgico,Remédios,6.33
Creme para as Mãos,Perfumaria,69.52
Lenços Umedecidos,Perfumaria,78.46
Compressa Fria,Perfumaria,72.31
Creme para as Mãos,Perfumaria,70.96
Ibuprofeno 200mg,Remédios,37.24
Escova de Dente,Perfumaria,35.63
Colágeno em Pó,Vitaminas,71.67
Creme Hidratante,Perfumaria,9.61
Compressa Fria,Perfumaria,79.57
Lenços Umedecidos,Perfumaria,76.74
Creme Hidratante,Perfumaria,10.22
Fraldas Descartáveis,Perfumaria,27.71
Máscara de Cílios,Perfumaria,41.8
Colágeno em Pó,Vitaminas,98.61
Máscara de Cílios,Perfumaria,88.18
Paracetamol 500mg,Remédios,46.9
Lenços Umedecidos,Perfumaria,48.27
Vitamina C 1000mg,Vitaminas,72.0
Colágeno em Pó,Vitaminas,88.33
Fraldas Descartáveis,Perfumaria,56.1
Fraldas Descartáveis,Perfumaria,21.79
Pomada para Artrose,Remédios,59.59
Anti-inflamatório,Remédios,35.59
Protetor Labial,Perfumaria,40.73
Vitamina C 1000mg,Vitaminas,66.14
Suplemento de Magnésio,Vitaminas,6.13
Antibiótico,Remédios,55.17
Antiácido,Remédios,29.41
Pomada Antisséptica,Perfumaria,10.25
Termômetro Digital,Perfumaria,90.24
Desodorante,Perfumaria,70.97
Roupas de Compressão,Perfumaria,77.82
Máscara de Cílios,Perfumaria,25.24
Antibiótico,Remédios,67.31
Protetor Solar,Perfumaria,41.76
Vitamina C 1000mg,Vitaminas,60.2
Escova de Dente,Perfumaria,69.02
Antiácido,Remédios,51.12
Protetor Solar,Perfumaria,84.07
Roupas de Compressão,Perfumaria,32.07
Escova de Cabelo,Perfumaria,55.12
Pomada para Artrose,Remédios,39.02
Pasta de Dente,Perfumaria,54.27
Roupas de Compressão,Perfumaria,85.88
Gel Antisséptico,Perfumaria,48.67
Vitamina C 1000mg,Vitaminas,81.19
Band-aid,Perfumaria,63.43
Aspirina 500mg,Remédios,50.5
Colágeno em Pó,Vitaminas,59.65
Anti-inflamatório,Remédios,75.76
Band-aid,Perfumaria,97.59
Vitamina C 1000mg,Vitaminas,58.12
Fraldas Descartáveis,Perfumaria,34.19
Soro Fisiológico,Remédios,74.17
Creme para as Mãos,Perfumaria,84.02
Inalador,Remédios,14.91
Suplemento de Vitamina D,Vitaminas,32.44
Gel Antisséptico,Perfumaria,66.16
Vitamina C 1000mg,Vitaminas,72.46
Aspirina 500mg,Remédios,22.52
Gel Antisséptico,Perfumaria,14.49
Ibuprofeno 200mg,Remédios,53.08
Colírio,Remédios,84.67
Suplemento de Ômega 3,Vitaminas,24.38
Creme Hidratante,Perfumaria,82.3
Antiácido,Remédios,74.12
Antialérgico,Remédios,59.62
Compressa Fria,Perfumaria,80.4
Aspirina 500mg,Remédios,62.53
Creme para as Mãos,Perfumaria,54.75
Band-aid,Perfumaria,48.44
Ibuprofeno 200mg,Remédios,64.5
Cotonetes,Perfumaria,5.57
Ibuprofeno 200mg,Remédios,55.3
Termômetro Digital,Perfumaria,90.98
Inalador,Remédios,34.93
Lentes de Contato,Perfumaria,25.69
Lentes de Contato,Perfumaria,5.42
Colágeno em Pó,Vitaminas,11.94
Termômetro de Infravermelho,Perfumaria,24.35
Soro Fisiológico,Remédios,88.23
Colágeno em Pó,Vitaminas,47.01
Roupas de Compressão,Perfumaria,73.48
Aspirina 500mg,Remédios,40.57
Suplemento de Ômega 3,Vitaminas,57.23
Vitamina C 1000mg,Vitaminas,57.4
Suplemento de Cálcio,Vitaminas,86.33
Escova de Cabelo,Perfumaria,30.6
Escova de Cabelo,Perfumaria,60.25
Paracetamol 500mg,Remédios,57.48
Gaze Esterilizada,Perfumaria,73.1
Lenços Umedecidos,Perfumaria,77.28
Aspirina 500mg,Remédios,59.55
Pomada Antisséptica,Perfumaria,45.34
Antifúngico,Remédios,45.57
Soro Fisiológico,Remédios,97.38
Anti-inflamatório,Remédios,63.83
Suplemento de Magnésio,Vitaminas,6.68
Xarope para Tosse,Remédios,15.07
Antiácido,Remédios,62.92
Compressa Fria,Perfumaria,53.76
Suplemento de Magnésio,Vitaminas,91.03
Paracetamol 500mg,Remédios,53.06
Ibuprofeno 200mg,Remédios,61.61
Roupas de Compressão,Perfumaria,21.68
Cotonetes,Perfumaria,7.3
Escova de Dente,Perfumaria,85.95
Termômetro Digital,Perfumaria,44.23
Xarope para Tosse,Remédios,12.15
Pomada Antisséptica,Perfumaria,40.38
Antialérgico,Remédios,19.7
Termômetro Digital,Perfumaria,8.69
Máscara de Cílios,Perfumaria,15.35
Creme Anti-idade,Perfumaria,65.28
Pomada para Artrose,Remédios,78.11
Creme para as Mãos,Perfumaria,78.93
Lentes de Contato,Perfumaria,43.45
Suplemento de Cálcio,Vitaminas,77.58
Band-aid,Perfumaria,43.95
Protetor Solar,Perfumaria,33.92
Colírio,Remédios,74.77
Fraldas Descartáveis,Perfumaria,8.3
Cotonetes,Perfumaria,26.94
Pomada para Assaduras,Perfumaria,79.55
Suplemento de Ômega 3,Vitaminas,16.04
Suplemento de Magnésio,Vitaminas,73.97
Ibuprofeno 200mg,Remédios,47.77
Protetor Solar,Perfumaria,43.93
Aspirina 500mg,Remédios,87.55
Suplemento de Magnésio,Vitaminas,20.09
Protetor Solar,Perfumaria,94.73
Gaze Esterilizada,Perfumaria,41.82
Cotonetes,Perfumaria,98.37
Band-aid,Perfumaria,28.62
Protetor Solar,Perfumaria,24.16
Desodorante,Perfumaria,48.03
Escova de Cabelo,Perfumaria,75.13
Xarope para Tosse,Remédios,49.44
Suplemento de Ômega 3,Vitaminas,65.68
Gaze Esterilizada,Perfumaria,89.14
Colírio,Remédios,72.45
Pomada para Artrose,Remédios,66.4
Creme Hidratante,Perfumaria,29.66
Pasta de Dente,Perfumaria,99.8
Roupas de Compressão,Perfumaria,56.38
Escova de Dente,Perfumaria,15.8
Termômetro Digital,Perfumaria,42.27
Desodorante,Perfumaria,14.24
Inalador,Remédios,24.31
Aspirina 500mg,Remédios,45.95
Suplemento de Ômega 3,Vitaminas,73.65
Cotonetes,Perfumaria,85.39
Pomada para Artrose,Remédios,71.66
Suplemento de Magnésio,Vitaminas,60.43
Vitamina C 1000mg,Vitaminas,9.99
Antifúngico,Remédios,9.43
Pomada Antisséptica,Perfumaria,76.5
Band-aid,Perfumaria,51.19
Escova de Cabelo,Perfumaria,49.99
Fita Adesiva,Perfumaria,21.07
Antiácido,Remédios,40.0
Antifúngico,Remédios,86.36
Desodorante,Perfumaria,11.26
Compressa Fria,Perfumaria,78.48
Colírio,Remédios,16.52
Soro Fisiológico,Remédios,85.71
Ibuprofeno 200mg,Remédios,49.59
Termômetro de Infravermelho,Perfumaria,49.47
Gel Antisséptico,Perfumaria,81.5
Aspirina 500mg,Remédios,28.51
Colágeno em Pó,Vitaminas,54.15
Pomada para Artrose,Remédios,53.4
Antiácido,Remédios,35.78
Antialérgico,Remédios,41.86
Protetor Labial,Perfumaria,14.56
Soro Fisiológico,Remédios,8.88
Termômetro Digital,Perfumaria,33.58
Escova de Cabelo,Perfumaria,59.72
Pomada para Artrose,Remédios,60.77
Protetor Labial,Perfumaria,82.23
Antialérgico,Remédios,8.25
Pomada Antisséptica,Perfumaria,48.23
Cotonetes,Perfumaria,33.69
Compressa Fria,Perfumaria,29.71
Fraldas Descartáveis,Perfumaria,6.08
Escova de Dente,Perfumaria,56.6
Fraldas Descartáveis,Perfumaria,46.98
Antiácido,Remédios,54.69
Antibiótico,Remédios,93.9
Creme Hidratante,Perfumaria,94.11
Gaze Esterilizada,Perfumaria,87.72
Aspirina 500mg,Remédios,55.67
Suplemento de Cálcio,Vitaminas,30.59
Vitamina C 1000mg,Vitaminas,26.74
Compressa Fria,Perfumaria,92.15
Suplemento de Cálcio,Vitaminas,90.21
Soro Fisiológico,Remédios,60.29
Colágeno em Pó,Vitaminas,50.2
Inalador,Remédios,29.31
Paracetamol 500mg,Remédios,27.15
Suplemento de Vitamina D,Vitaminas,48.63
Suplemento de Cálcio,Vitaminas,23.13
Creme para as Mãos,Perfumaria,64.08
Colágeno em Pó,Vitaminas,72.78
Creme para as Mãos,Perfumaria,96.06
Suplemento de Ômega 3,Vitaminas,41.89
Paracetamol 500mg,Remédios,6.82
Cotonetes,Perfumaria,77.68
Fraldas Descartáveis,Perfumaria,16.21
Antibiótico,Remédios,60.05
Ibuprofeno 200mg,Remédios,97.85
Band-aid,Perfumaria,80.06
Escova de Dente,Perfumaria,98.25
Creme Anti-idade,Perfumaria,25.01
Creme Hidratante,Perfumaria,35.11
Suplemento de Vitamina D,Vitaminas,91.19
Pasta de Dente,Perfumaria,94.06
Suplemento de Vitamina D,Vitaminas,20.95
Suplemento de Cálcio,Vitaminas,13.11
Antibiótico,Remédios,79.29
Pasta de Dente,Perfumaria,27.57
Cotonetes,Perfumaria,28.3
Pasta de Dente,Perfumaria,91.68
Creme Hidratante,Perfumaria,90.16
Colágeno em Pó,Vitaminas,90.79
Protetor Solar,Perfumaria,28.32
Gel Antisséptico,Perfumaria,91.47
Fita Adesiva,Perfumaria,87.19
Band-aid,Perfumaria,75.75
Xarope para Tosse,Remédios,48.61
Protetor Labial,Perfumaria,54.98
Desodorante,Perfumaria,65.38
Roupas de Compressão,Perfumaria,7.89
Gaze Esterilizada,Perfumaria,99.53
Antibiótico,Remédios,52.64
Anti-inflamatório,Remédios,20.71
Escova de Cabelo,Perfumaria,93.89
Suplemento de Cálcio,Vitaminas,44.75
Lentes de Contato,Perfumaria,7.59
Creme Hidratante,Perfumaria,17.61
Vitamina C 1000mg,Vitaminas,64.58
Antifúngico,Remédios,35.29
Aspirina 500mg,Remédios,45.72
Creme para as Mãos,Perfumaria,38.19
Inalador,Remédios,68.49
Soro Fisiológico,Remédios,22.12
Antiácido,Remédios,66.61
Colírio,Remédios,53.04
Protetor Labial,Perfumaria,78.44
Pasta de Dente,Perfumaria,60.18
Band-aid,Perfumaria,79.5
Suplemento de Cálcio,Vitaminas,81.86
Roupas de Compressão,Perfumaria,94.28
Pomada Antisséptica,Perfumaria,23.19
Fita Adesiva,Perfumaria,19.37
Termômetro de Infravermelho,Perfumaria,47.01
Inalador,Remédios,82.02
Protetor Labial,Perfumaria,27.23
Band-aid,Perfumaria,48.7
Pomada para Artrose,Remédios,52.89
Ibuprofeno 200mg,Remédios,83.67
Pasta de Dente,Perfumaria,73.03
Creme Anti-idade,Perfumaria,22.48
Creme para as Mãos,Perfumaria,36.73
Roupas de Compressão,Perfumaria,76.94
Band-aid,Perfumaria,46.67
Gel Antisséptico,Perfumaria,36.95
Creme Hidratante,Perfumaria,85.35
Pomada para Artrose,Remédios,97.45
Escova de Dente,Perfumaria,73.21
Roupas de Compressão,Perfumaria,53.72
Antibiótico,Remédios,15.31
Escova de Dente,Perfumaria,70.1
Colágeno em Pó,Vitaminas,21.13
Ibuprofeno 200mg,Remédios,73.98
Roupas de Compressão,Perfumaria,99.42
Antibiótico,Remédios,88.14
Gaze Esterilizada,Perfumaria,42.22
Cotonetes,Perfumaria,56.44
Suplemento de Cálcio,Vitaminas,74.09
Termômetro Digital,Perfumaria,98.39
Pomada para Artrose,Remédios,29.43
Desodorante,Perfumaria,23.43
Creme Hidratante,Perfumaria,83.35
Creme Hidratante,Perfumaria,19.67
Colágeno em Pó,Vitaminas,31.43
Fita Adesiva,Perfumaria,11.77
Creme para as Mãos,Perfumaria,11.85
Suplemento de Vitamina D,Vitaminas,95.54
Inalador,Remédios,71.41
Antifúngico,Remédios,82.78
Band-aid,Perfumaria,85.35
Suplemento de Cálcio,Vitaminas,60.06
Antiácido,Remédios,63.33
Antiácido,Remédios,79.58
Antiácido,Remédios,72.76
Protetor Solar,Perfumaria,79.88
Vitamina C 1000mg,Vitaminas,95.1
Pomada para Artrose,Remédios,76.79
Termômetro Digital,Perfumaria,79.7
Soro Fisiológico,Remédios,94.53
Roupas de Compressão,Perfumaria,51.71
Suplemento de Ômega 3,Vitaminas,28.68
Termômetro de Infravermelho,Perfumaria,92.45
Colágeno em Pó,Vitaminas,43.28
Creme Anti-idade,Perfumaria,36.7
Anti-inflamatório,Remédios,78.48
Anti-inflamatório,Remédios,19.97
Anti-inflamatório,Remédios,61.19
Fita Adesiva,Perfumaria,35.33
Suplemento de Vitamina D,Vitaminas,84.24
Paracetamol 500mg,Remédios,56.61
Anti-inflamatório,Remédios,51.53
Lentes de Contato,Perfumaria,80.47
Aspirina 500mg,Remédios,52.46
Creme Hidratante,Perfumaria,66.3
Pomada Antisséptica,Perfumaria,27.16
Pomada para Assaduras,Perfumaria,6.52
Fita Adesiva,Perfumaria,7.01
Creme Anti-idade,Perfumaria,51.63
Gaze Esterilizada,Perfumaria,76.62
Escova de Dente,Perfumaria,57.42
Inalador,Remédios,34.87
Ibuprofeno 200mg,Remédios,46.02
Suplemento de Cálcio,Vitaminas,47.44
Fita Adesiva,Perfumaria,76.13
Creme para as Mãos,Perfumaria,29.99
Paracetamol 500mg,Remédios,13.21
Vitamina C 1000mg,Vitaminas,57.65
Termômetro Digital,Perfumaria,48.26
Gel Antisséptico,Perfumaria,77.04
Creme Anti-idade,Perfumaria,50.34
Suplemento de Magnésio,Vitaminas,38.85
Fraldas Descartáveis,Perfumaria,51.26
Antibiótico,Remédios,22.11
Pomada para Assaduras,Perfumaria,76.41
Suplemento de Ômega 3,Vitaminas,21.32
Antifúngico,Remédios,36.29
Creme para as Mãos,Perfumaria,47.87
Pomada para Assaduras,Perfumaria,19.99
Máscara de Cílios,Perfumaria,32.19
Inalador,Remédios,77.32
Creme Hidratante,Perfumaria,69.91
Aspirina 500mg,Remédios,23.64
Suplemento de Magnésio,Vitaminas,50.49
Compressa Fria,Perfumaria,68.95
Suplemento de Ômega 3,Vitaminas,19.18
Termômetro de Infravermelho,Perfumaria,13.21
Máscara de Cílios,Perfumaria,31.77
Colágeno em Pó,Vitaminas,27.24
Compressa Fria,Perfumaria,80.29
Gel Antisséptico,Perfumaria,19.53
Colírio,Remédios,11.58
Vitamina C 1000mg,Vitaminas,89.56
Gel Antisséptico,Perfumaria,74.2
Soro Fisiológico,Remédios,15.49
Fita Adesiva,Perfumaria,24.14
Protetor Solar,Perfumaria,68.23
Colírio,Remédios,94.34
Suplemento de Cálcio,Vitaminas,70.89
Lentes de Contato,Perfumaria,53.88
Suplemento de Vitamina D,Vitaminas,86.76
Antiácido,Remédios,75.73
Antiácido,Remédios,69.81
Creme para as Mãos,Perfumaria,48.79
Protetor Labial,Perfumaria,7.4
Suplemento de Ômega 3,Vitaminas,53.73
Creme para as Mãos,Perfumaria,46.09
Termômetro Digital,Perfumaria,29.02
Xarope para Tosse,Remédios,76.73
Soro Fisiológico,Remédios,82.21
Ibuprofeno 200mg,Remédios,98.3
Gaze Esterilizada,Perfumaria,34.34
Antiácido,Remédios,16.77
